# episode, exploration_rate, rewards_current_episode, step, winner
348, 0.7090378874522405, 98, 2, AI
349, 0.7083391989672547, -54, 5, Opponent
350, 0.7076412088215263, 97, 3, AI
351, 0.7069439163170647, -9, 11, Opponent
352, 0.7062473207565775, -51, 2, Opponent
353, 0.7055514214434692, -57, 7, Opponent
354, 0.70485621768184, -10, 12, AI
355, 0.7041617087764868, 90, 10, AI
356, 0.7034678940328999, 147, 4, AI
357, 0.702774772757265, 91, 9, AI
358, 0.7020823442564604, -52, 3, Opponent
359, 0.7013906078380578, -53, 3, Opponent
360, 0.7006995628103208, 96, 4, AI
361, 0.700009208482204, 89, 11, AI
362, 0.6993195441633533, -160, 12, Opponent
363, 0.6986305691641042, 93, 7, AI
364, 0.6979422827954815, -54, 4, Opponent
365, 0.6972546843691991, 97, 3, AI
366, 0.6965677731976583, 147, 4, AI
367, 0.6958815485939478, -56, 7, Opponent
368, 0.695196009871843, -106, 8, Opponent
369, 0.6945111563458054, -155, 7, Opponent
370, 0.6938269873309811, -109, 10, Opponent
371, 0.6931435021432011, 94, 6, AI
372, 0.6924607000989802, 96, 4, AI
373, 0.6917785805155162, 94, 6, AI
374, 0.6910971427106897, 195, 7, AI
375, 0.6904163860030625, 92, 8, AI
376, 0.689736309711878, 96, 4, AI
377, 0.68905691315706, -52, 3, Opponent
378, 0.6883781956592117, -56, 6, Opponent
379, 0.6877001565396155, 94, 6, AI
380, 0.6870227951202322, 95, 5, AI
381, 0.6863461107237007, 87, 13, AI
382, 0.6856701026733362, 92, 8, AI
383, 0.6849947702931306, 91, 9, AI
384, 0.6843201129077516, -59, 10, Opponent
385, 0.6836461298425418, -58, 9, Opponent
386, 0.6829728204235178, 87, 13, AI
387, 0.6823001839773704, 40, 11, AI
388, 0.681628219831463, 97, 3, AI
389, 0.6809569273138314, 96, 4, AI
390, 0.680286305753183, -63, 14, Opponent
391, 0.6796163544788962, -105, 7, Opponent
392, 0.6789470728210197, -103, 5, Opponent
393, 0.6782784601102718, -119, 20, Opponent
394, 0.6776105156780398, 142, 9, AI
395, 0.676943238856379, -55, 8, Opponent
396, 0.6762766289780126, 95, 5, AI
397, 0.6756106853763306, -57, 8, Opponent
